property_id,listing_date,property_type,city,neighborhood_tier,zipcode_crime_rate,school_rating,distance_to_downtown_miles,walk_score,bedrooms,bathrooms,square_feet,lot_size_sqft,stories,garage_spaces,year_built,house_age,has_basement,has_pool,overall_condition,kitchen_quality,hvac_condition,roof_condition,renovation_year,years_since_renovation,days_on_market,listing_season,market_trend,interest_rate,has_fireplace,has_patio_deck,has_security_system,hoa_fees,sale_price,high_value_property
PROP_00000120,16-04-2023,Condo,Austin,Average,1.49,5,10.9,18,4,2,2131,9380,3,2,1946,78,No,Yes,Fair,Premium,Old,Fair,,78,92,Spring,Stable,6.31,No,No,Yes,0,709482,No
PROP_00000121,21-03-2023,Single Family,Phoenix,Developing,2.96,8,5.1,48,3,2,1931,13936,2,2,1989,35,No,No,Fair,Average,New,Good,,35,9,Spring,Declining,7.24,Yes,Yes,No,0,727282,No
PROP_00000122,02-11-2023,Single Family,Austin,Good,3.64,9,8,58,3,2,2097,4344,2,2,2014,10,Yes,No,Good,Good,Old,New,2008,16,27,Summer,Rising,5.17,Yes,No,No,0,881429,Yes
PROP_00000123,04-06-2023,Single Family,Austin,Premium,0.9,6,18.6,55,3,3.5,2104,2892,2,2,2007,17,No,No,Fair,Basic,Good,Good,2021,3,14,Fall,Rising,5.97,No,Yes,Yes,0,891469,Yes
PROP_00000124,02-06-2023,Single Family,Seattle,Developing,1.74,7,11.9,27,3,3,1681,14195,1,1,1954,70,No,Yes,Excellent,Basic,Good,New,2004,20,29,Spring,Stable,7.93,Yes,No,Yes,287,755034,No
PROP_00000125,13-09-2023,Condo,Atlanta,Good,4.76,4,19.7,75,3,2.5,1473,5253,1,2,2022,2,No,No,Good,Average,Old,Good,2002,22,55,Spring,Rising,5.6,Yes,No,Yes,0,698090,No
PROP_00000126,24-05-2023,Single Family,Atlanta,Average,1.81,7,10.3,72,4,3,2451,2469,3,3,2000,24,No,No,Good,Basic,New,Good,,24,159,Spring,Rising,7.31,Yes,Yes,Yes,210,801008,Yes
PROP_00000127,21-10-2023,Condo,Atlanta,Good,1.79,10,1.1,52,4,3.5,2059,7281,3,2,2005,19,Yes,No,Good,Good,Fair,Good,2002,22,10,Spring,Rising,5.47,No,No,No,0,907436,Yes
PROP_00000128,17-08-2023,Multi-Family,Austin,Average,0.84,7,3.6,32,3,3,2069,5224,2,1,1971,53,Yes,No,Fair,Basic,Good,Good,2005,19,7,Winter,Rising,5.65,No,No,No,0,673604,No
PROP_00000129,17-12-2023,Single Family,Phoenix,Average,4.39,8,4.3,76,4,2,2010,6896,1,0,1991,33,Yes,No,Poor,Good,Good,Good,2022,2,5,Spring,Declining,5.35,Yes,Yes,Yes,230,654212,No
PROP_00000130,13-06-2023,Single Family,Seattle,Average,2.91,5,0.6,52,3,1.5,2185,1000,2,2,1962,62,Yes,No,Good,Average,Good,New,,62,84,Summer,Stable,6.59,Yes,Yes,No,360,651969,No
PROP_00000131,21-12-2023,Condo,Seattle,Developing,0.68,10,0.5,40,3,1,2050,1000,2,1,1993,31,No,No,Good,Average,New,Good,2023,1,26,Spring,Stable,6.5,No,Yes,No,,733704,No
PROP_00000132,14-03-2023,Condo,Denver,Good,0.19,8,1.5,43,4,3,2591,6905,1,2,2005,19,No,Yes,Good,Good,New,Good,2013,11,2,Summer,Stable,6.62,No,Yes,No,0,981402,Yes
PROP_00000133,20-01-2023,Condo,Austin,Good,1.36,6,5.5,69,5,2.5,2438,17141,1,1,1960,64,Yes,No,Fair,Average,Good,Good,,64,30,Spring,Stable,5.95,No,No,Yes,51,856455,Yes
PROP_00000134,01-08-2023,Condo,Atlanta,Premium,0.58,9,1.8,54,3,1.5,2214,5818,1,1,1949,75,No,No,Poor,Average,New,Good,2006,18,10,Spring,Stable,6.91,No,Yes,Yes,0,609929,No
PROP_00000135,09-12-2023,Single Family,Seattle,Premium,2.25,9,0.5,40,3,1,1930,4438,2,2,1942,82,No,No,Excellent,Average,Fair,Good,,82,33,Fall,Stable,7.18,Yes,No,Yes,210,686619,No
PROP_00000136,29-09-2023,Condo,Denver,Good,0.58,8,30.6,64,4,1.5,2904,7308,2,3,1990,34,Yes,No,Fair,Good,Good,Needs Replacement,2011,13,177,Fall,Stable,5.86,Yes,Yes,No,0,891903,Yes
PROP_00000137,08-06-2023,Townhouse,Seattle,Average,1.58,5,6.2,68,3,3.5,1931,1787,1,2,2013,11,No,Yes,Fair,Premium,New,New,,11,48,Spring,Stable,6.99,Yes,Yes,No,0,847794,Yes
PROP_00000138,07-03-2023,Single Family,Austin,Good,4.4,9,9.7,37,4,3,2467,20422,1,1,1941,83,Yes,No,Good,Average,Old,Good,,15,18,Spring,Rising,6.81,Yes,No,Yes,483,863897,Yes
PROP_00000139,26-04-2023,Single Family,Denver,Good,3.42,6,6.1,10,6,1,2689,6105,2,2,1942,82,No,Yes,Good,Good,New,Fair,,82,14,Summer,Rising,7.49,Yes,No,No,1,761190,No
PROP_00000140,27-03-2023,Single Family,Denver,Good,0.23,9,2,85,5,2,2518,6245,2,3,2000,24,No,Yes,Good,Good,Good,Good,,24,10,Spring,Rising,7.1,No,Yes,Yes,0,947380,Yes
PROP_00000141,02-09-2023,Single Family,Phoenix,Average,0.89,6,3.5,32,5,2,3025,3503,2,0,1974,50,No,Yes,Good,Good,New,Good,,50,7,Fall,Rising,6.92,Yes,Yes,No,0,935135,Yes
PROP_00000142,24-07-2023,Condo,Atlanta,Average,1.22,8,15.3,55,4,4,,3519,2,2,1985,39,Yes,No,Good,Good,Good,Good,,39,4,Summer,Declining,7.06,Yes,Yes,No,,799421,Yes
PROP_00000143,23-01-2023,Single Family,Austin,Developing,0.91,4,2.8,40,6,2,3644,9161,2,1,2007,17,No,No,Good,Premium,New,Fair,,17,3,Fall,Rising,5.66,Yes,Yes,No,,1039332,Yes
PROP_00000144,15-08-2023,Single Family,Atlanta,Good,13.86,8,10.3,12,4,3,1878,5614,2,3,1994,30,No,Yes,Good,Average,Fair,Good,2022,2,98,Fall,Rising,6.15,Yes,No,No,0,830936,Yes
PROP_00000145,13-04-2023,Single Family,Denver,Average,0.93,7,6.6,58,3,1.5,2120,8533,3,1,1990,34,No,Yes,Excellent,Average,Good,Needs Replacement,2023,1,1,Fall,Stable,6.5,No,Yes,Yes,0,844625,Yes
PROP_00000146,20-02-2023,Single Family,Phoenix,Average,2.75,6,12.8,94,6,2.5,2870,6723,2,2,1978,46,Yes,No,Good,Good,New,New,2011,13,12,Summer,Stable,8.22,No,Yes,No,0,909546,Yes
PROP_00000147,14-12-2023,Single Family,Austin,Premium,2.2,6,7.2,63,4,3,2525,1000,2,0,2007,17,No,No,Excellent,Average,Fair,Good,2005,19,3,Summer,Stable,6.23,Yes,No,No,333,1042920,Yes
PROP_00000148,12-04-2023,Single Family,Atlanta,Good,0.67,6,2.5,84,3,2,2120,3893,1,3,1976,48,Yes,No,Excellent,Average,New,New,2011,13,6,Fall,Rising,8.64,No,Yes,No,0,713132,No
PROP_00000149,16-02-2023,Townhouse,Phoenix,Developing,1.76,7,3.6,37,4,3,,1268,1,2,2001,23,No,Yes,Fair,Average,Old,Fair,2003,21,16,Summer,Rising,5.73,Yes,Yes,No,0,789269,Yes
PROP_00000150,11-06-2023,Single Family,Austin,Developing,4.12,6,23.2,58,4,3,2764,6317,2,2,1988,36,No,Yes,Good,Average,Fair,Good,,36,26,Spring,Declining,6.4,No,Yes,Yes,0,893401,Yes
PROP_00000151,03-09-2023,Townhouse,Austin,Average,0.17,7,0.8,71,6,1.5,3139,9756,1,0,1982,42,No,No,Fair,Basic,Fair,Fair,,42,5,Fall,Rising,6.35,No,Yes,No,,923867,Yes
PROP_00000152,24-08-2023,Single Family,Phoenix,Developing,2.64,10,11.7,49,4,3,2101,4785,2,2,2019,5,No,No,Excellent,Good,Good,Needs Replacement,2004,20,10,Fall,Stable,5.16,No,No,No,0,935788,Yes
PROP_00000153,25-08-2023,Single Family,Austin,Good,8.91,10,1.8,42,4,4,2395,9360,2,3,1954,70,Yes,No,Fair,Good,Old,Good,2005,19,2,Spring,Rising,5.43,Yes,No,No,0,848622,Yes
PROP_00000154,22-02-2023,Single Family,Denver,Average,9.97,6,7.9,65,4,2.5,2809,9811,2,0,2023,1,No,No,Good,Good,Fair,Needs Replacement,2013,11,33,Spring,Declining,7.22,No,Yes,Yes,0,973464,Yes
PROP_00000155,14-05-2023,Townhouse,Atlanta,Average,0.67,8,28.3,45,5,2,2494,3983,2,3,1980,44,No,No,Fair,Good,Old,Good,2001,23,29,Summer,Rising,6.18,Yes,No,Yes,321,755699,No
PROP_00000156,07-09-2023,Single Family,Denver,Good,2.81,7,17.6,36,3,3,1645,1488,2,0,2011,13,No,No,Fair,Average,Good,Good,,13,3,Fall,Rising,5.9,Yes,Yes,No,0,761674,No
PROP_00000157,05-08-2023,Single Family,Seattle,Good,1.45,6,2.1,42,3,2.5,1969,7095,2,2,1988,36,Yes,No,Fair,Average,New,Needs Replacement,,36,5,Spring,Stable,5.8,No,Yes,No,0,826435,Yes
PROP_00000158,21-04-2023,Single Family,Austin,Good,1.91,6,26,73,3,3,1716,10399,2,1,1953,71,Yes,No,Fair,Average,Good,New,,71,26,Fall,Rising,8.27,Yes,Yes,No,186,641604,No
PROP_00000159,29-04-2023,Single Family,Austin,Good,0.12,4,8.1,26,3,3,2018,1000,1,1,1967,57,No,No,Fair,Average,Good,Good,2012,12,45,Summer,Stable,7.38,No,No,No,0,644704,No
PROP_00000160,05-01-2023,Single Family,Phoenix,Good,1.94,7,2.5,69,5,2,3066,1000,2,2,2019,5,No,No,Poor,Average,Good,New,2020,4,3,Summer,Declining,6.23,Yes,Yes,No,0,874515,Yes
PROP_00000161,03-02-2023,Single Family,Seattle,Developing,1.77,7,6.9,75,3,3,2145,1541,1,1,1941,83,No,No,Good,Good,New,New,,83,14,Winter,Stable,7.08,Yes,Yes,Yes,0,588294,No
PROP_00000162,03-05-2023,Single Family,Atlanta,Average,11.37,7,13.6,67,3,2.5,1979,5761,1,2,1948,76,No,No,Fair,Good,New,New,2017,7,6,Summer,Stable,7.31,Yes,Yes,No,298,491450,No
PROP_00000163,13-08-2023,Single Family,Austin,Average,7.03,5,1.7,50,6,2.5,3756,1000,2,2,1997,27,No,No,Fair,Average,Good,Needs Replacement,,27,21,Spring,Rising,6.56,No,Yes,No,0,1069002,Yes
PROP_00000164,04-03-2023,Single Family,Austin,Premium,7.45,10,15.8,80,2,3,1675,7948,1,0,2000,24,No,Yes,Good,Basic,New,Good,,24,13,Spring,Stable,6.18,Yes,No,No,0,957433,Yes
PROP_00000165,16-09-2023,Multi-Family,Seattle,Premium,0.31,9,8.1,45,3,2.5,2256,1203,2,1,1993,31,No,No,Poor,Average,Good,Fair,,31,1,Fall,Rising,7.67,Yes,Yes,No,352,892288,Yes
PROP_00000166,16-05-2023,Single Family,Phoenix,Average,7.87,10,13.5,55,4,2,,1092,1,2,1947,77,No,No,Good,Basic,New,Good,,77,2,Winter,Stable,5.77,Yes,Yes,Yes,0,547337,No
PROP_00000167,07-02-2023,Single Family,Denver,Good,7.14,8,22,50,2,3,1891,3798,2,2,1995,29,No,Yes,Good,Good,Fair,Good,,29,16,Winter,Stable,6.62,No,No,Yes,363,764701,No
PROP_00000168,15-07-2023,Townhouse,Seattle,Developing,1.23,6,22,47,3,2,2119,8492,2,1,1956,68,No,Yes,Fair,Premium,Fair,New,,68,16,Fall,Stable,6.3,No,No,No,0,691957,No
PROP_00000169,16-07-2023,Condo,Austin,Premium,0.41,4,4.2,26,5,3,3164,4565,2,2,1991,33,No,No,Excellent,Average,Good,Good,2022,2,2,Summer,Rising,6.56,Yes,Yes,No,0,1086702,Yes
PROP_00000170,22-06-2023,Townhouse,Phoenix,Good,5.48,8,8.3,66,2,2.5,1308,22877,1,1,1941,83,No,No,Good,Average,New,Fair,,18,10,Spring,Stable,6.58,Yes,Yes,No,0,465979,No
PROP_00000171,04-06-2023,Single Family,Phoenix,Good,0.23,8,9,62,2,3,1651,8732,2,3,1940,84,Yes,No,Good,Basic,Good,Good,2022,2,5,Summer,Rising,6.99,No,No,No,419,509839,No
PROP_00000172,02-09-2023,Condo,Denver,Developing,8.87,8,10.1,75,3,2.5,,16317,1,3,1955,69,No,No,Good,Average,Fair,Good,2007,17,2,Summer,Stable,6.75,Yes,Yes,Yes,0,651411,No
PROP_00000173,24-10-2023,Single Family,Denver,Good,4.01,6,0.5,55,4,2.5,2609,6388,2,2,1967,57,No,No,Good,Average,Old,Fair,,57,70,Winter,Rising,6.53,No,No,Yes,0,805244,Yes
PROP_00000174,06-10-2023,Single Family,Seattle,Average,8.51,8,6.9,80,2,1.5,1334,8742,2,2,2007,17,No,No,Good,Good,Good,Fair,2003,21,12,Fall,Stable,5.56,Yes,No,Yes,0,733021,No
PROP_00000175,03-01-2023,Single Family,Phoenix,Premium,3.81,8,8.2,15,3,3.5,2319,10461,1,2,1965,59,Yes,No,Good,Good,Good,Fair,2022,2,68,Summer,Declining,7.71,No,No,No,273,797209,Yes
PROP_00000176,03-07-2023,Single Family,Denver,Developing,1.17,5,1.1,59,4,2,2794,1000,1,2,2016,8,Yes,No,Good,Average,Fair,New,,8,92,Winter,Stable,8.18,Yes,Yes,Yes,188,914872,Yes
PROP_00000177,09-02-2023,Single Family,Denver,Good,0.39,10,5.9,42,6,1.5,2955,5481,1,2,1967,57,No,No,Good,Average,Good,Needs Replacement,,57,57,Winter,Rising,5.98,No,Yes,No,341,897834,Yes
PROP_00000178,13-08-2023,Condo,Atlanta,Average,1.42,5,0.5,52,3,3,2481,9650,1,2,1978,46,Yes,Yes,Poor,Basic,Fair,Good,,46,88,Fall,Rising,5.54,No,Yes,Yes,0,706050,No
PROP_00000179,08-05-2023,Single Family,Atlanta,Good,2.64,6,4.3,77,5,3.5,2761,11051,2,0,1962,62,No,No,Fair,Good,Good,Fair,,62,18,Summer,Stable,5.92,No,No,No,286,947174,Yes
PROP_00000180,12-11-2023,Single Family,Atlanta,Developing,10.88,6,19.5,28,2,3,2050,2717,2,2,2015,9,No,No,Excellent,Good,Good,Fair,,9,24,Winter,Stable,5.03,Yes,Yes,No,0,788262,Yes
PROP_00000181,14-08-2023,Single Family,Seattle,Average,4.81,7,1.2,41,1,2,1105,2324,1,2,2021,3,No,No,Good,Good,New,Good,,3,1,Fall,Declining,6.09,Yes,Yes,Yes,276,734911,No
PROP_00000182,22-08-2023,Single Family,Seattle,Premium,2.16,8,11.5,66,1,2.5,999,8500,1,0,1944,80,No,Yes,Fair,Good,Old,Good,2019,5,42,Winter,Stable,6.88,Yes,No,No,0,550448,No
PROP_00000183,25-12-2023,Townhouse,Atlanta,Average,0.9,7,1.3,53,3,3,1129,2207,2,1,2003,21,No,No,Fair,Premium,Good,Good,,21,20,Summer,Rising,7,Yes,No,No,,619703,No
PROP_00000184,08-07-2023,Townhouse,Denver,Average,0.21,6,3.3,22,1,2,1794,8141,2,0,1972,52,No,No,Poor,Good,Good,Needs Replacement,2011,13,30,Spring,Rising,5.71,Yes,Yes,No,0,421213,No
PROP_00000185,19-06-2023,Single Family,Phoenix,Good,3.36,8,1.7,40,5,2.5,2637,1000,1,3,1969,55,No,No,Good,Average,New,Good,2007,17,1,Spring,Declining,7.14,Yes,No,Yes,311,826185,Yes
PROP_00000186,17-10-2023,Single Family,Seattle,Good,0.95,9,2.4,90,2,4,2101,18559,2,1,2014,10,Yes,No,Good,Good,Good,Fair,,10,25,Winter,Rising,6.38,Yes,Yes,No,0,1077208,Yes
PROP_00000187,07-04-2023,Single Family,Phoenix,Good,4.21,8,3.3,54,3,3,1877,8061,1,1,2003,21,Yes,No,Good,Premium,Good,Good,2011,13,6,Spring,Stable,7.03,No,Yes,No,211,826288,Yes
PROP_00000188,03-12-2023,Single Family,Seattle,Premium,2.45,9,20.9,49,2,2.5,1290,2941,1,0,1953,71,Yes,No,Excellent,Premium,New,Needs Replacement,2009,15,21,Winter,Stable,7.07,No,No,Yes,242,760989,No
PROP_00000189,17-01-2023,Single Family,Austin,Good,0.92,9,1.3,63,4,1,2380,13654,2,2,1982,42,No,No,Excellent,Good,Fair,Good,,42,34,Summer,Stable,7.5,No,No,Yes,0,924507,Yes
PROP_00000190,19-01-2023,Single Family,Denver,Good,4,9,7,18,3,3,1558,16089,1,1,2023,1,No,No,Poor,Average,Fair,Good,2012,12,16,Summer,Declining,6.91,Yes,No,Yes,0,847004,Yes
PROP_00000191,30-10-2023,Condo,Atlanta,Good,8.41,4,7.5,67,5,2.5,2528,2072,2,1,1992,32,No,No,Good,Good,Fair,Needs Replacement,2000,24,4,Winter,Stable,7.33,Yes,Yes,Yes,,769186,No
PROP_00000192,15-05-2023,Condo,Austin,Average,3.99,7,22.4,72,4,2.5,2419,6033,2,2,1976,48,Yes,No,Good,Premium,Good,Good,,48,54,Summer,Stable,5.83,No,Yes,No,,850441,Yes
PROP_00000193,28-03-2023,Single Family,Atlanta,Developing,5.18,6,25.2,57,3,2,1795,19723,1,1,2014,10,Yes,No,Fair,Good,Good,Good,,10,47,Spring,Rising,6.33,No,Yes,No,0,718289,No
PROP_00000194,21-03-2023,Single Family,Austin,Good,0.15,7,1.8,41,5,2,2520,1240,1,1,2008,16,Yes,No,Excellent,Average,Fair,Good,,16,50,Summer,Stable,7.05,Yes,Yes,No,0,937133,Yes
PROP_00000195,07-04-2023,Single Family,Denver,Good,0.48,8,8.8,51,1,3.5,780,2322,2,2,2008,16,No,Yes,Fair,Premium,Fair,Good,,16,50,Summer,Stable,6.44,Yes,Yes,Yes,151,612558,No
PROP_00000196,22-05-2023,Single Family,Phoenix,Good,2.88,8,35,86,5,2.5,2644,11540,1,2,2004,20,Yes,No,Good,Average,Old,Fair,2004,20,12,Fall,Declining,6.7,Yes,Yes,No,0,887571,Yes
PROP_00000197,07-12-2023,Condo,Denver,Good,1.97,7,1.1,55,2,2.5,1999,1000,2,1,2023,1,Yes,No,Good,Average,Fair,Needs Replacement,2000,24,7,Summer,Stable,6.44,No,Yes,Yes,0,866953,Yes
PROP_00000198,13-08-2023,Single Family,Atlanta,Average,3.9,5,3,42,3,2,2336,7022,2,1,1958,66,No,No,Good,Premium,Fair,New,,66,17,Spring,Stable,6.96,No,No,Yes,86,677136,No
PROP_00000199,25-09-2023,Townhouse,Seattle,Average,0.83,7,5,39,3,3,2150,13349,2,2,2003,21,Yes,No,Fair,Average,New,Fair,,21,1,Fall,Stable,7.36,Yes,Yes,No,0,896183,Yes
PROP_00000200,05-06-2023,Single Family,Denver,Average,0.04,6,6.1,22,4,2,2809,10801,1,2,2007,17,Yes,No,Good,Good,Fair,Fair,2021,3,14,Fall,Stable,6.03,No,Yes,No,0,971734,Yes
PROP_00000201,01-08-2023,Single Family,Austin,Developing,3.76,8,11.4,15,5,4,2864,4443,2,3,1997,27,No,Yes,Excellent,Average,Fair,Good,,27,62,Summer,Rising,6.44,No,No,No,215,1061559,Yes
PROP_00000202,21-11-2023,Single Family,Austin,Premium,4.95,6,11.9,56,2,4,1636,7514,1,1,1995,29,No,No,Good,Basic,Good,New,2011,13,52,Fall,Rising,6.71,No,Yes,Yes,0,831626,Yes
PROP_00000203,21-05-2023,Townhouse,Seattle,Good,0.27,6,6.8,28,4,2,2439,3411,2,1,1975,49,Yes,Yes,Good,Average,Fair,Needs Replacement,,49,73,Fall,Rising,7,Yes,Yes,Yes,0,780270,Yes
PROP_00000204,17-06-2023,Single Family,Austin,Average,2.17,8,16.6,44,3,3.5,2104,20360,2,2,1976,48,No,No,Excellent,Average,New,Fair,,48,19,Summer,Stable,7.22,No,Yes,No,309,878087,Yes
PROP_00000205,05-03-2023,Single Family,Denver,Good,5.72,9,4.3,30,6,1.5,3250,26432,2,3,1952,72,Yes,No,Poor,Premium,Good,Fair,,72,15,Summer,Stable,6.22,Yes,Yes,No,0,970938,Yes
PROP_00000206,13-07-2023,Condo,Denver,Good,6.46,8,14.7,85,4,4,3132,7061,1,2,1981,43,No,No,Fair,Good,Good,Good,2001,23,10,Spring,Declining,7.36,Yes,No,No,0,1058475,Yes
PROP_00000207,09-03-2023,Condo,Denver,Developing,4.22,7,3.9,59,2,2.5,2032,2050,2,2,1952,72,No,No,Good,Good,Fair,Good,,72,4,Fall,Stable,7.35,Yes,Yes,No,0,530107,No
PROP_00000208,09-11-2023,Single Family,Atlanta,Good,0.47,5,6.4,29,4,3.5,2662,1801,2,3,1982,42,Yes,Yes,Good,Good,Good,Needs Replacement,2004,20,33,Spring,Declining,7.45,Yes,No,No,0,887772,Yes
PROP_00000209,02-04-2023,Condo,Phoenix,Average,0.32,7,4.6,67,5,1,2768,2829,2,0,1983,41,No,No,Excellent,Good,Fair,Needs Replacement,2004,20,11,Spring,Stable,6.72,No,Yes,Yes,0,758929,No
PROP_00000210,19-02-2023,Single Family,Seattle,Premium,0.47,6,11.9,23,5,2,3369,19096,2,2,2015,9,Yes,No,Fair,Good,Good,Good,,9,86,Summer,Stable,7.05,Yes,No,No,0,1192678,Yes
PROP_00000211,04-02-2023,Condo,Seattle,Good,6.19,6,18.4,27,1,1,1367,27306,2,3,1977,47,Yes,No,Fair,Good,Good,Fair,2018,6,11,Spring,Declining,5.94,Yes,Yes,Yes,0,665614,No
PROP_00000212,05-06-2023,Single Family,Seattle,Average,2.22,9,10.2,69,3,2,1586,3117,1,0,2014,10,Yes,No,Fair,Good,Good,Fair,,10,100,Spring,Declining,6.47,Yes,Yes,No,0,721388,No
PROP_00000213,02-04-2023,Townhouse,Denver,Average,0.4,5,0.6,60,4,4,2683,1468,2,2,1981,43,Yes,No,Good,Basic,New,Good,2014,10,11,Fall,Rising,6.82,Yes,No,No,0,881413,Yes
PROP_00000214,13-06-2023,Single Family,Atlanta,Good,4.7,6,11.4,88,3,1.5,2608,1573,2,2,1997,27,Yes,No,Poor,Premium,New,Needs Replacement,2003,21,23,Spring,Stable,7.09,No,Yes,Yes,0,839906,Yes
PROP_00000215,11-03-2023,Townhouse,Austin,Developing,3.02,6,2.1,95,5,3.5,3457,1000,2,2,2010,14,Yes,No,Poor,Average,New,Good,,14,60,Summer,Stable,6.54,No,No,No,230,951160,Yes
PROP_00000216,03-04-2023,Condo,Austin,Average,1.31,6,5.1,65,2,4,1359,8398,2,2,2018,6,Yes,No,Fair,Premium,Good,Good,,6,40,Spring,Stable,6.63,No,Yes,No,0,735165,No
PROP_00000217,11-08-2023,Condo,Denver,Average,2.15,6,1.8,83,4,2,2616,5768,2,0,1989,35,No,No,Excellent,Premium,New,Good,,35,6,Summer,Stable,6.82,Yes,No,No,0,879302,Yes
PROP_00000218,20-07-2023,Single Family,Seattle,Good,7.61,8,1.5,72,3,2,2439,2499,1,2,2009,15,Yes,No,Fair,Premium,Good,Good,2012,12,9,Spring,Stable,6.99,No,No,No,250,960332,Yes
PROP_00000219,07-11-2023,Single Family,Phoenix,Developing,1.01,5,5,53,2,2.5,1473,3588,3,2,2019,5,No,No,Fair,Premium,Fair,Good,,5,41,Fall,Declining,6.88,Yes,Yes,Yes,0,575662,No
PROP_00000220,12-05-2023,Townhouse,Austin,Good,2.73,7,3.6,84,4,3,2353,14249,2,2,1952,72,No,Yes,Excellent,Average,Fair,New,2023,1,34,Winter,Rising,5.5,Yes,Yes,No,0,935623,Yes
PROP_00000221,17-07-2023,Single Family,Austin,Good,2.77,6,10.6,46,5,2.5,2459,2575,2,2,2014,10,Yes,No,Fair,Good,Good,Needs Replacement,,10,8,Fall,Rising,6.65,Yes,Yes,Yes,269,919749,Yes
PROP_00000222,03-02-2023,Single Family,Austin,Premium,6.34,8,1.1,62,4,3,2660,18180,2,3,2014,10,No,Yes,Fair,Average,Good,Good,2017,7,37,Fall,Stable,6.48,Yes,Yes,Yes,342,1112724,Yes
PROP_00000223,01-10-2023,Single Family,Austin,Average,1.19,6,6.7,75,2,3,1325,1617,1,1,2015,9,No,Yes,Good,Good,Old,Good,2015,9,22,Summer,Stable,6.16,Yes,Yes,No,0,695281,No
PROP_00000224,28-05-2023,Single Family,Seattle,Developing,5.68,6,5.6,77,4,3,2187,3234,2,1,1959,65,Yes,No,Good,Average,Good,New,2010,14,7,Summer,Rising,7.54,Yes,No,No,273,642046,No
PROP_00000225,15-02-2023,Townhouse,Austin,Average,7.02,6,2.5,75,3,2.5,2192,16310,3,3,2013,11,No,No,Excellent,Average,Good,Fair,2014,10,4,Spring,Rising,5.59,Yes,Yes,No,116,930501,Yes
PROP_00000226,12-11-2023,Townhouse,Phoenix,Good,18.53,10,15.7,58,3,3.5,,4459,2,1,2002,22,No,No,Excellent,Good,Good,Good,2001,23,5,Fall,Stable,6.92,Yes,Yes,No,0,861936,Yes
PROP_00000227,10-04-2023,Condo,Seattle,Good,2.51,6,2.2,72,3,3,2289,4557,3,1,1964,60,No,No,Good,Good,Good,Fair,2003,21,42,Summer,Stable,6.98,No,Yes,No,243,774883,No
PROP_00000228,21-12-2023,Single Family,Atlanta,Average,4.35,8,18.8,77,6,3,2758,18926,2,3,2011,13,Yes,No,Good,Good,Good,Good,,13,7,Spring,Rising,6.44,Yes,Yes,No,0,1086339,Yes
PROP_00000229,02-03-2023,Townhouse,Atlanta,Good,0.26,7,0.5,10,4,2.5,2787,2745,2,3,1989,35,No,No,Good,Average,Fair,Good,,35,3,Winter,Stable,5.56,No,Yes,No,0,793118,Yes
PROP_00000230,13-04-2023,Single Family,Denver,Average,3.53,8,8.2,66,2,3,2197,19240,2,2,2016,8,Yes,No,Fair,Good,New,New,2007,17,14,Spring,Rising,7.25,Yes,Yes,No,,937271,Yes
PROP_00000231,25-09-2023,Townhouse,Denver,Average,7.46,10,13.8,76,3,1.5,1924,1000,1,1,1974,50,Yes,No,Fair,Average,Fair,Needs Replacement,,50,84,Spring,Rising,7.34,Yes,No,Yes,0,623274,No
PROP_00000232,18-04-2023,Condo,Denver,Good,5.05,6,1,36,2,1.5,2403,1000,3,0,1992,32,No,Yes,Poor,Good,Good,Good,,32,11,Summer,Stable,5.93,Yes,Yes,No,277,743721,No
PROP_00000233,16-08-2023,Condo,Atlanta,Premium,0.82,7,4.1,57,5,3,2530,1000,2,3,1988,36,No,No,Excellent,Good,Good,New,,36,3,Spring,Rising,6.78,Yes,Yes,Yes,0,967983,Yes
PROP_00000234,30-12-2023,Single Family,Atlanta,Average,0.02,8,0.7,58,3,3.5,2620,1483,2,0,2004,20,Yes,No,Fair,Good,Old,Fair,2014,10,1,Spring,Stable,6.28,No,Yes,No,0,824469,Yes
PROP_00000235,06-04-2023,Single Family,Denver,Premium,2.1,8,10.5,24,4,2,2476,2105,2,3,2023,1,No,Yes,Fair,Average,Fair,Good,,1,1,Winter,Declining,6.14,No,Yes,Yes,0,991905,Yes
PROP_00000236,02-11-2023,Townhouse,Seattle,Average,7.13,9,4.3,60,4,2,2110,11807,2,1,1960,64,Yes,No,Excellent,Basic,Good,New,2003,21,20,Summer,Rising,7.26,Yes,Yes,No,264,792666,Yes
PROP_00000237,21-06-2023,Condo,Denver,Premium,0.57,8,6.7,47,3,4,1560,20327,2,0,1966,58,Yes,Yes,Excellent,Good,Good,Good,,58,31,Fall,Stable,5.66,No,No,No,0,958389,Yes
PROP_00000238,09-03-2023,Single Family,Austin,Good,2.34,8,1.2,81,4,4,2607,25166,1,2,1940,84,No,No,Excellent,Basic,Good,Good,2012,12,15,Spring,Stable,4.77,Yes,Yes,Yes,0,901278,Yes
PROP_00000239,21-09-2023,Multi-Family,Seattle,Developing,2.64,7,3.8,51,2,2.5,1749,1000,2,1,1999,25,Yes,No,Good,Average,Good,Good,2005,19,25,Spring,Stable,6.04,No,No,Yes,,633608,No
